시도,요양기관종별,합계,내과,신경과,정신건강의학과,외과,정형외과,신경외과,심장혈관흉부외과,성형외과,마취통증의학과,산부인과,소아청소년과,안과,이비인후과,피부과,비뇨의학과,영상의학과,방사선종양학과,병리과,진단검사의학과,결핵과,재활의학과,핵의학과,가정의학과,응급의학과,직업환경의학과,예방의학과
대구,계,"5,294","1,063",143,208,399,369,190,56,137,293,334,347,240,228,135,164,209,21,58,51,1,126,20,372,91,21,18
대구,상급종합병원,"1,088",286,41,25,102,43,37,34,23,51,43,65,37,30,12,27,51,18,31,23,-,16,15,19,40,7,12
대구,종합병원,542,116,23,7,66,45,30,6,9,34,18,19,12,11,5,9,46,1,3,14,-,9,1,18,40,-,-
대구,병원,674,92,15,5,37,99,58,2,2,66,81,57,31,2,1,4,38,-,1,1,-,52,1,22,2,5,-
대구,요양병원,228,32,11,-,44,11,7,2,-,6,15,8,1,1,-,2,2,1,-,-,1,19,-,63,2,-,-
대구,정신병원,83,6,-,68,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,4,-,-,-
대구,의원,"2,632",528,52,103,148,168,57,11,102,131,168,190,159,184,117,120,70,-,23,12,-,27,2,240,6,9,5
대구,치과병원,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
대구,보건소,18,2,-,-,-,1,-,-,-,-,6,6,-,-,-,-,-,-,-,1,-,-,1,-,-,-,1
대구,보건지소,5,-,-,-,-,-,-,-,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
대구,한방병원,22,1,1,-,2,1,-,1,-,2,1,1,-,-,-,1,2,1,-,-,-,1,-,6,1,-,-
광주,계,"3,225",656,75,116,229,237,117,32,46,192,212,241,110,144,89,95,124,3,25,40,-,85,8,235,95,14,5
광주,상급종합병원,455,135,20,14,34,23,20,8,9,22,12,32,15,11,8,9,18,3,11,9,-,6,6,3,23,3,1
광주,종합병원,653,161,23,7,49,82,42,10,-,39,19,27,3,7,1,18,43,-,3,21,-,16,2,14,63,1,2
광주,병원,497,56,8,4,22,62,25,3,-,50,72,93,14,9,-,2,33,-,-,1,-,22,-,21,-,-,-
광주,요양병원,208,45,4,2,43,7,4,2,1,8,20,7,1,3,-,1,-,-,-,-,-,15,-,43,2,-,-
광주,정신병원,36,1,-,33,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
광주,의원,"1,310",254,20,56,76,56,25,8,34,68,84,69,77,111,80,62,28,-,10,9,-,24,-,140,7,10,2
광주,보건소,8,2,-,-,-,1,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
광주,한방병원,58,2,-,-,5,6,-,1,2,5,5,10,-,3,-,3,2,-,1,-,-,2,-,11,-,-,-
대전,계,"3,073",593,87,139,192,232,96,48,57,153,184,215,122,126,76,87,141,11,32,33,2,112,6,238,60,25,6
대전,상급종합병원,277,76,13,8,17,13,9,8,5,15,8,21,9,6,4,7,16,4,6,4,-,8,2,6,11,-,1
대전,종합병원,737,173,32,16,54,53,28,15,6,38,30,29,15,21,7,22,56,7,14,13,-,18,3,36,41,10,-
대전,병원,407,29,12,3,15,67,30,2,5,34,38,62,16,3,6,1,29,-,-,1,-,30,1,17,4,1,1
대전,요양병원,154,25,7,-,22,13,11,3,1,3,15,8,-,2,-,-,-,-,-,1,-,16,-,25,2,-,-
대전,정신병원,22,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
대전,의원,"1,457",289,23,90,83,84,16,20,40,62,90,93,82,94,59,56,39,-,12,14,2,39,-,150,2,14,4
대전,보건소,6,-,-,-,-,-,-,-,-,1,2,1,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
대전,보건지소,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
대전,한방병원,12,1,-,-,1,2,2,-,-,-,1,1,-,-,-,1,1,-,-,-,-,1,-,1,-,-,-
울산,계,"1,609",304,30,63,120,120,56,25,32,84,110,119,61,72,30,51,74,4,12,14,-,36,3,108,43,32,6
울산,상급종합병원,245,61,9,5,25,9,9,8,2,10,6,13,7,7,2,7,19,2,7,5,-,4,2,9,8,6,3
울산,종합병원,309,87,8,4,16,38,18,2,3,17,7,14,1,3,1,5,28,-,3,7,-,3,-,6,30,8,-
울산,병원,202,22,5,-,13,16,11,1,9,12,32,27,4,10,1,2,13,-,1,-,-,10,-,10,-,2,1
울산,요양병원,96,15,1,1,21,2,7,-,2,6,11,9,1,-,-,1,-,-,-,1,-,7,-,10,1,-,-
울산,정신병원,27,2,-,24,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
울산,의원,717,116,7,29,44,55,10,13,15,38,53,53,47,52,26,36,13,1,1,1,-,12,1,72,4,16,2
울산,보건소,5,1,-,-,-,-,-,1,-,-,-,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
울산,보건지소,3,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
울산,한방병원,5,-,-,-,-,-,1,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-
경기,계,"21,370","4,092",475,875,"1,376","1,720",705,222,253,"1,138","1,412","1,656",753,"1,058",545,571,881,65,197,221,16,592,48,"1,719",624,124,32
경기,상급종합병원,"1,689",427,79,43,136,74,61,43,28,95,58,100,55,44,23,30,140,19,36,31,-,26,13,45,71,7,5
경기,종합병원,"5,022","1,190",190,99,388,302,225,93,61,289,218,234,90,115,46,117,350,35,86,104,-,90,29,181,419,64,7
경기,병원,"2,314",297,52,38,95,491,190,5,14,160,254,165,36,18,6,9,204,3,-,4,1,121,1,97,40,12,1
경기,요양병원,953,174,65,13,131,36,32,12,6,14,73,32,2,6,-,12,3,-,1,2,2,166,-,164,4,2,1
경기,정신병원,209,7,-,197,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-
경기,의원,"10,952","1,982",87,480,597,791,191,67,136,568,777,"1,087",570,869,469,395,175,7,74,79,13,181,3,"1,210",89,37,18
경기,치과병원,3,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
경기,보건소,65,8,-,-,3,1,-,1,-,2,14,23,-,2,-,3,1,-,-,1,-,-,-,5,-,1,-
경기,보건지소,23,-,-,-,1,2,-,-,2,-,2,8,-,1,-,1,1,1,-,-,-,-,2,1,-,1,-
경기,보건의료원,15,2,-,-,3,-,-,-,2,2,1,2,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-
경기,한방병원,125,5,2,5,21,23,6,1,3,8,15,4,-,3,1,3,7,-,-,-,-,7,-,10,1,-,-
강원,계,"2,242",435,48,87,180,184,79,34,37,128,156,159,75,88,39,55,95,11,16,26,1,57,4,153,72,17,6
강원,상급종합병원,396,97,15,8,35,17,11,10,6,23,16,23,8,12,8,10,24,7,9,9,-,7,2,11,20,6,2
강원,종합병원,530,121,20,20,34,39,20,8,8,30,27,32,10,17,5,8,29,3,7,15,-,13,2,19,34,5,4
강원,병원,250,44,1,5,18,56,20,1,4,12,8,5,3,5,7,3,24,-,-,-,-,14,-,8,11,1,-
강원,요양병원,68,10,3,-,9,3,10,1,1,3,8,2,-,-,-,1,-,-,-,-,-,3,-,14,-,-,-
강원,정신병원,37,1,-,27,-,1,-,1,-,-,-,-,-,2,-,-,3,-,-,-,-,-,-,2,-,-,-
강원,의원,918,159,9,26,79,68,18,13,13,56,91,87,53,52,18,32,15,-,-,2,1,20,-,97,7,2,-
강원,치과병원,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
강원,보건소,13,1,-,-,1,-,-,-,1,1,3,3,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-
강원,보건지소,8,1,-,-,-,-,-,-,-,-,-,4,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-
강원,보건의료원,18,1,-,1,4,-,-,-,4,2,1,3,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
강원,한방병원,3,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
충북,계,"2,178",385,47,114,160,177,85,33,30,125,139,153,83,87,36,60,86,3,9,19,-,61,3,194,56,30,3
충북,상급종합병원,210,54,7,8,16,12,7,7,2,10,7,20,6,7,2,5,9,3,4,4,-,3,2,5,7,2,1
충북,종합병원,462,93,16,11,37,33,30,6,3,27,17,17,3,6,2,11,36,-,2,12,-,9,-,30,44,17,-
충북,병원,246,37,3,4,16,38,10,3,1,18,23,26,4,3,1,1,21,-,-,2,-,18,-,13,3,1,-
충북,요양병원,99,11,6,2,14,4,6,2,-,6,14,3,-,2,-,1,-,-,-,-,-,9,-,19,-,-,-
충북,정신병원,46,-,-,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
충북,의원,"1,070",190,15,45,71,89,32,15,15,59,76,74,70,69,29,41,19,-,3,1,-,21,1,125,1,7,2
충북,보건소,12,-,-,-,3,-,-,-,1,2,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
충북,보건지소,28,-,-,-,2,-,-,-,8,3,-,9,-,-,2,1,-,-,-,-,-,1,-,-,-,2,-
충북,한방병원,5,-,-,-,1,1,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-
충남,계,"2,726",480,58,124,248,216,85,41,41,143,186,177,95,107,45,81,105,8,13,21,2,62,5,256,84,34,9
충남,상급종합병원,432,112,15,12,41,18,14,11,8,19,10,31,10,15,6,9,25,6,8,9,-,7,5,12,18,7,4
충남,종합병원,382,70,11,7,28,31,21,7,4,24,17,17,4,5,2,11,26,-,2,11,-,9,-,17,45,9,4
충남,병원,309,45,2,3,22,66,20,-,1,22,29,27,1,1,1,1,27,-,-,-,-,13,-,16,4,8,-
충남,요양병원,186,18,11,2,39,9,4,3,2,2,19,5,-,2,-,6,2,-,3,-,-,16,-,42,1,-,-
충남,정신병원,49,-,-,46,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
충남,의원,"1,298",232,19,52,109,88,25,18,18,68,107,89,80,84,34,52,22,1,-,1,2,15,-,161,14,6,1
충남,치과병원,5,-,-,-,-,-,-,1,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충남,보건소,11,-,-,-,1,1,-,-,1,1,1,2,-,-,1,-,-,-,-,-,-,-,-,2,-,1,-
충남,보건지소,16,1,-,-,-,-,-,1,3,1,-,4,-,-,-,-,-,1,-,-,-,2,-,-,-,3,-
충남,보건의료원,27,2,-,2,4,1,1,-,4,1,2,2,-,-,1,-,2,-,-,-,-,-,-,3,2,-,-
충남,한방병원,11,-,-,-,4,2,-,-,-,1,-,-,-,-,-,2,1,-,-,-,-,-,-,1,-,-,-
전북,계,"3,034",599,65,131,248,222,103,31,52,168,187,207,106,104,62,72,127,10,25,27,2,80,10,286,85,17,8
전북,상급종합병원,416,113,17,9,31,23,14,6,8,18,16,30,10,10,7,10,26,6,11,9,-,11,7,2,15,1,6
전북,종합병원,522,117,15,9,42,40,25,7,6,26,27,19,3,7,5,10,37,2,8,15,-,15,3,22,54,8,-
전북,병원,272,36,6,1,20,49,22,-,1,24,13,27,6,-,-,5,28,-,1,1,-,13,-,12,5,1,1
전북,요양병원,261,27,4,5,43,11,17,8,2,7,26,14,-,1,2,2,1,1,-,-,-,23,-,66,-,-,1
전북,정신병원,48,2,-,42,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-
전북,의원,"1,447",297,23,65,106,99,25,10,28,85,103,100,84,86,48,42,34,-,5,2,2,14,-,173,11,5,-
전북,보건소,4,-,-,-,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
전북,보건지소,8,-,-,-,-,-,-,-,1,2,-,2,-,-,-,-,-,1,-,-,-,-,-,-,-,2,-
전북,보건의료원,31,4,-,-,2,-,-,-,5,4,-,8,2,-,-,3,1,-,-,-,-,2,-,-,-,-,-
전북,한방병원,25,3,-,-,4,-,-,-,1,2,2,3,-,-,-,-,-,-,-,-,-,2,-,8,-,-,-
전남,계,"2,617",484,44,118,239,201,103,45,34,162,163,157,77,97,30,82,135,6,15,32,2,49,9,240,62,27,4
전남,상급종합병원,167,51,-,2,22,6,6,3,-,6,5,6,-,8,1,5,13,5,7,5,-,1,4,5,3,2,1
전남,종합병원,685,136,21,20,60,59,40,12,1,43,34,25,2,6,1,15,58,1,5,27,1,12,2,33,49,20,2
전남,병원,444,62,7,15,23,74,24,6,10,43,41,58,3,9,3,2,38,-,1,-,1,7,-,13,1,3,-
전남,요양병원,246,36,2,4,37,9,6,3,2,8,26,18,2,9,-,4,2,-,-,-,-,16,2,59,-,-,1
전남,정신병원,50,1,-,47,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
전남,의원,987,195,14,30,93,52,27,21,17,58,54,40,69,64,25,56,23,-,2,-,-,9,1,128,8,1,-
전남,보건소,9,-,-,-,-,-,-,-,-,1,-,6,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-
전남,보건지소,7,-,-,-,1,-,-,-,3,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
전남,보건의료원,9,1,-,-,-,-,-,-,-,-,1,2,1,-,-,-,-,-,-,-,-,3,-,-,-,1,-
전남,한방병원,13,2,-,-,2,1,-,-,1,2,1,-,-,1,-,-,1,-,-,-,-,-,-,2,-,-,-
경북,계,"3,204",586,72,173,284,256,127,55,42,169,200,198,118,121,46,100,106,8,15,22,2,78,2,257,113,37,17
경북,종합병원,969,192,34,26,64,77,59,22,17,53,36,41,18,17,3,25,62,4,15,19,-,14,2,37,98,28,6
경북,병원,333,52,9,7,26,40,16,2,6,23,41,25,3,5,4,2,25,1,-,1,-,20,-,16,7,1,1
경북,요양병원,301,46,8,2,59,14,15,8,-,7,31,11,4,4,-,8,-,-,-,1,-,28,-,54,-,-,1
경북,정신병원,115,4,1,102,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,1
경북,의원,"1,448",288,20,36,131,119,36,23,17,83,92,111,92,95,38,64,17,3,-,1,1,15,-,142,8,8,8
경북,보건소,6,-,-,-,-,-,-,-,1,1,-,3,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
경북,보건지소,4,1,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경북,보건의료원,22,2,-,-,2,2,1,-,1,2,-,5,1,-,1,1,1,-,-,-,-,1,-,2,-,-,-
경북,한방병원,6,1,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
경남,계,"4,862",958,134,242,361,368,197,70,58,285,285,363,162,192,84,131,208,10,47,37,3,124,9,328,125,67,14
경남,상급종합병원,676,174,25,14,50,22,24,24,9,36,19,55,16,22,9,16,41,6,19,12,-,17,4,19,25,14,4
경남,종합병원,882,201,40,11,71,66,47,15,7,46,40,35,9,13,6,22,69,3,13,21,-,14,2,25,72,31,3
경남,병원,774,136,23,2,33,135,61,2,6,49,41,121,3,2,5,7,70,1,2,-,3,28,-,25,15,4,-
경남,요양병원,388,69,24,2,46,15,17,9,2,10,31,17,1,3,2,6,2,-,-,-,-,45,1,85,1,-,-
경남,정신병원,153,2,-,141,1,2,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,4,1,-,-
경남,의원,"1,948",375,22,72,159,127,46,19,30,132,152,128,133,151,61,79,25,-,12,4,-,17,1,168,11,17,7
경남,치과병원,3,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경남,보건소,13,1,-,-,-,-,-,-,2,2,1,5,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-
경남,보건지소,9,-,-,-,-,-,-,-,1,4,-,-,-,-,1,-,-,-,1,-,-,1,1,-,-,-,-
경남,보건의료원,7,-,-,-,1,-,1,-,1,1,-,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
경남,한방병원,9,-,-,-,-,1,1,1,-,1,1,-,-,-,-,-,1,-,-,-,-,1,-,2,-,-,-
제주,계,"1,064",181,23,41,78,84,35,21,22,59,64,73,40,43,22,29,35,4,9,14,2,35,3,98,43,3,3
제주,종합병원,401,90,16,8,33,28,19,12,3,23,17,21,7,9,3,7,25,4,6,10,-,7,2,10,37,1,3
제주,병원,42,6,1,2,5,5,2,-,2,3,-,1,1,-,-,-,3,-,-,-,-,9,-,2,-,-,-
제주,요양병원,31,2,2,-,2,3,1,-,-,1,2,-,1,-,-,-,1,-,-,-,-,7,-,9,-,-,-
제주,정신병원,5,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
제주,의원,572,83,4,26,35,47,13,8,16,30,45,49,30,34,19,21,6,-,2,4,2,12,1,77,6,2,-
제주,보건소,5,-,-,-,1,1,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
제주,보건지소,7,-,-,-,1,-,-,1,-,2,-,1,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-
제주,한방병원,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
세종,계,492,94,9,22,25,31,14,7,8,23,31,68,20,31,14,15,9,2,4,2,-,6,1,37,16,2,1
세종,종합병원,156,34,6,3,8,7,6,4,4,9,5,16,4,4,3,3,5,2,4,2,-,2,1,7,15,1,1
세종,병원,16,-,-,-,-,3,-,-,-,-,7,4,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-
세종,요양병원,7,-,-,-,2,-,3,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
세종,정신병원,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
세종,의원,308,60,3,17,14,21,5,2,4,14,19,47,15,27,11,12,3,-,-,-,-,4,-,29,1,-,-
세종,보건지소,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
세종,한방병원,2,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
