시도,요양기관종별,합계,내과,신경과,정신건강의학과,외과,정형외과,신경외과,심장혈관흉부외과,성형외과,마취통증의학과,산부인과,소아청소년과,안과,이비인후과,피부과,비뇨의학과,영상의학과,방사선종양학과,병리과,진단검사의학과,결핵과,재활의학과,핵의학과,가정의학과,응급의학과,직업환경의학과,예방의학과
인천,보건소,10,-,-,-,3,-,-,-,1,-,4,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
인천,보건지소,6,-,-,-,1,1,-,-,1,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
인천,한방병원,32,2,-,-,6,7,1,1,1,3,4,2,-,-,-,1,1,-,-,-,-,1,-,2,-,-,-
대구,계,"5,310","1,057",144,208,403,378,191,56,140,290,338,353,243,228,134,164,208,20,58,52,1,130,20,366,89,21,18
대구,상급종합병원,"1,100",288,42,25,103,44,37,34,24,52,45,64,38,30,12,28,51,18,31,24,-,18,15,19,39,7,12
대구,종합병원,545,115,24,6,69,44,30,6,9,33,18,20,12,11,5,10,45,1,3,14,-,9,1,20,40,-,-
대구,병원,690,93,13,5,37,107,58,2,2,66,83,61,31,2,1,4,40,-,1,1,-,55,1,21,1,5,-
대구,요양병원,227,32,11,-,45,12,9,2,-,5,14,8,1,2,-,2,1,-,-,-,1,19,-,61,2,-,-
대구,정신병원,84,6,-,69,-,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,4,-,-,-
대구,의원,"2,617",519,53,103,148,169,56,11,104,129,170,191,161,183,116,118,69,-,23,12,-,26,2,234,6,9,5
대구,치과병원,2,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
대구,보건소,19,2,-,-,-,1,-,-,-,-,6,7,-,-,-,-,-,-,-,1,-,-,1,-,-,-,1
대구,보건지소,5,-,-,-,-,-,-,-,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
대구,한방병원,21,2,1,-,1,-,-,1,-,2,-,1,-,-,-,1,2,1,-,-,-,1,-,7,1,-,-
광주,계,"3,258",661,76,116,229,245,121,32,46,195,213,247,113,142,87,95,127,3,27,41,-,84,8,234,97,14,5
광주,상급종합병원,458,135,19,14,34,23,21,7,10,22,12,32,15,12,8,10,18,3,12,9,-,6,6,3,23,3,1
광주,종합병원,680,166,24,7,53,87,43,11,-,42,19,28,3,8,1,19,45,-,3,22,-,15,2,14,65,1,2
광주,병원,512,57,8,4,22,64,28,3,-,52,76,95,15,9,-,2,34,-,-,1,-,22,-,20,-,-,-
광주,요양병원,209,43,5,2,42,7,4,2,1,9,18,9,2,3,-,1,-,-,-,-,-,16,-,44,1,-,-
광주,정신병원,36,1,-,33,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
광주,의원,"1,300",255,20,56,73,57,23,8,34,65,84,70,78,107,78,61,28,-,11,9,-,23,-,140,8,10,2
광주,보건소,8,2,-,-,-,1,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
광주,한방병원,55,2,-,-,5,6,1,1,1,5,4,10,-,3,-,2,2,-,1,-,-,2,-,10,-,-,-
대전,계,"3,094",600,87,137,197,236,96,46,57,156,185,216,122,129,77,87,144,11,31,31,2,114,6,237,58,25,7
대전,상급종합병원,276,77,13,8,17,13,9,7,5,15,8,21,9,6,4,7,15,4,6,4,-,8,2,6,11,-,1
대전,종합병원,744,171,32,16,55,54,27,15,6,40,30,28,16,23,7,22,57,7,14,13,-,19,3,39,40,10,-
대전,병원,404,30,12,3,14,69,32,2,5,33,37,62,16,3,7,1,28,-,-,1,-,27,1,14,4,1,2
대전,요양병원,160,26,7,-,23,14,11,3,1,3,15,10,-,2,-,-,-,-,-,1,-,18,-,24,2,-,-
대전,정신병원,22,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
대전,의원,"1,468",295,23,88,86,85,15,19,40,64,92,93,81,94,59,56,43,-,11,12,2,41,-,150,1,14,4
대전,보건소,7,-,-,-,1,-,-,-,-,1,2,1,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
대전,보건지소,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
대전,한방병원,12,1,-,-,1,1,2,-,-,-,1,1,-,1,-,1,1,-,-,-,-,1,-,1,-,-,-
울산,계,"1,608",307,29,59,116,120,56,24,32,83,113,120,63,72,29,50,78,4,12,14,-,34,3,109,41,32,8
울산,상급종합병원,244,61,9,5,24,9,9,8,2,10,6,13,7,7,2,7,19,2,7,5,-,4,2,9,8,6,3
울산,종합병원,307,87,8,4,16,38,18,2,3,17,6,14,1,3,1,5,29,-,3,7,-,3,-,6,28,8,-
울산,병원,207,23,5,-,13,16,11,1,10,13,31,28,4,10,-,2,15,-,1,-,-,10,-,11,-,2,1
울산,요양병원,99,17,1,1,20,1,7,-,2,5,16,9,1,1,-,1,-,-,-,1,-,7,-,8,1,-,-
울산,정신병원,26,2,-,23,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
울산,의원,713,116,6,26,42,56,10,13,14,37,53,53,49,51,26,35,14,1,1,1,-,10,1,74,4,16,4
울산,보건소,4,1,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-
울산,보건지소,3,-,-,-,-,-,-,-,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
울산,한방병원,5,-,-,-,-,-,1,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-
경기,계,"21,424","4,102",474,879,"1,385","1,737",710,219,251,"1,154","1,407","1,641",756,"1,061",551,576,882,63,195,220,16,599,47,"1,718",622,126,33
경기,상급종합병원,"1,688",427,76,43,138,75,60,43,28,94,58,102,55,44,23,31,140,18,36,31,-,26,13,44,71,7,5
경기,종합병원,"5,050","1,202",190,98,387,313,225,91,60,294,218,224,91,117,46,117,355,35,86,104,-,93,28,183,422,64,7
경기,병원,"2,330",296,55,40,96,498,194,5,14,161,259,167,37,17,6,7,201,3,-,4,1,119,1,99,37,12,1
경기,요양병원,958,176,64,15,130,36,32,12,6,15,72,32,2,6,-,13,3,-,1,2,2,167,-,164,4,3,1
경기,정신병원,207,6,-,196,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
경기,의원,"10,953","1,980",87,481,601,787,190,67,135,579,769,"1,079",571,870,475,400,173,6,72,78,13,187,3,"1,206",87,38,19
경기,치과병원,3,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
경기,보건소,65,8,-,-,3,1,-,1,1,2,12,23,-,3,-,3,1,-,-,1,-,-,-,5,-,1,-
경기,보건지소,24,-,-,-,1,2,-,-,2,-,2,8,-,1,-,1,2,1,-,-,-,-,2,1,-,1,-
경기,보건의료원,16,2,-,1,3,-,-,-,2,2,1,2,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-
경기,한방병원,130,5,2,5,23,25,9,-,2,7,16,3,-,3,1,3,7,-,-,-,-,6,-,12,1,-,-
강원,계,"2,246",436,47,87,181,184,81,35,37,129,155,159,74,87,39,55,96,11,17,26,1,58,4,150,74,17,6
강원,상급종합병원,399,100,15,8,35,17,11,10,6,23,16,22,8,12,8,10,24,7,10,9,-,7,2,11,20,6,2
강원,종합병원,523,119,19,19,32,39,21,8,8,29,24,32,11,16,5,8,29,3,7,15,-,14,2,18,36,5,4
강원,병원,255,45,1,5,19,58,20,1,4,13,8,5,3,5,7,3,24,-,-,-,-,13,-,9,11,1,-
강원,요양병원,69,9,3,-,9,2,11,1,1,3,9,2,-,-,-,1,-,-,-,-,-,3,-,15,-,-,-
강원,정신병원,37,1,-,28,-,1,-,1,-,-,-,-,-,2,-,-,3,-,-,-,-,-,-,1,-,-,-
강원,의원,919,158,9,26,81,67,18,14,13,57,91,88,51,52,18,32,16,-,-,2,1,21,-,95,7,2,-
강원,치과병원,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
강원,보건소,13,1,-,-,1,-,-,-,1,1,3,3,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-
강원,보건지소,8,1,-,-,-,-,-,-,-,-,-,4,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-
강원,보건의료원,18,1,-,1,4,-,-,-,4,2,1,3,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-
강원,한방병원,4,1,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충북,계,"2,190",380,47,114,161,178,87,35,30,124,137,153,85,91,37,63,86,3,9,19,-,60,3,196,57,32,3
충북,상급종합병원,211,54,7,8,17,12,7,7,2,10,7,20,6,7,2,5,9,3,4,4,-,3,2,5,7,2,1
충북,종합병원,461,90,16,11,35,33,31,7,2,27,16,16,3,7,2,12,37,-,2,12,-,8,-,31,45,18,-
충북,병원,244,37,3,4,15,38,11,3,2,17,23,26,4,3,1,1,20,-,-,2,-,17,-,12,3,2,-
충북,요양병원,104,11,6,2,14,5,7,3,-,5,13,4,-,2,-,3,-,-,-,-,-,9,-,20,-,-,-
충북,정신병원,48,-,-,45,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
충북,의원,"1,075",188,15,44,72,89,31,15,15,60,76,74,72,72,30,41,19,-,3,1,-,22,1,125,1,7,2
충북,보건소,12,-,-,-,3,-,-,-,1,2,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
충북,보건지소,28,-,-,-,2,-,-,-,8,3,-,9,-,-,2,1,-,-,-,-,-,1,-,-,-,2,-
충북,한방병원,7,-,-,-,2,1,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,1,-,-
충남,계,"2,740",480,59,124,252,211,90,41,39,141,186,182,96,107,47,85,105,8,12,22,2,59,5,254,88,35,10
충남,상급종합병원,438,113,15,12,41,18,15,11,8,19,10,34,10,15,6,10,25,6,8,9,-,7,5,11,19,7,4
충남,종합병원,387,70,12,7,28,30,22,7,4,23,17,17,4,5,2,11,26,-,2,11,-,9,-,17,49,9,5
충남,병원,303,45,1,3,22,64,21,-,1,21,27,27,1,1,1,1,27,-,-,-,-,12,-,16,4,8,-
충남,요양병원,194,16,11,1,44,10,5,3,2,2,21,6,-,2,1,7,2,-,2,-,-,15,-,43,1,-,-
충남,정신병원,49,-,-,46,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-
충남,의원,"1,302",233,20,53,111,85,26,18,16,68,107,90,81,84,35,54,22,1,-,2,2,14,-,159,13,7,1
충남,치과병원,5,-,-,-,-,-,-,1,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
충남,보건소,11,-,-,-,1,1,-,-,1,1,1,2,-,-,1,-,-,-,-,-,-,-,-,2,-,1,-
충남,보건지소,15,1,-,-,-,-,-,-,3,1,-,4,-,-,-,-,-,1,-,-,-,2,-,-,-,3,-
충남,보건의료원,26,2,-,2,2,1,1,1,4,1,2,2,-,-,1,-,2,-,-,-,-,-,-,3,2,-,-
충남,한방병원,10,-,-,-,3,2,-,-,-,1,-,-,-,-,-,2,1,-,-,-,-,-,-,1,-,-,-
전북,계,"3,038",603,64,133,247,222,104,30,51,168,186,209,108,103,61,72,126,9,25,27,2,80,11,289,83,17,8
전북,상급종합병원,422,115,17,10,31,23,14,6,8,18,17,30,11,10,7,10,26,6,11,10,-,11,7,2,15,1,6
전북,종합병원,522,119,15,10,43,38,25,7,5,26,26,19,3,7,5,10,37,2,8,15,-,15,3,22,54,8,-
전북,병원,275,36,6,1,19,51,23,-,1,24,13,28,6,-,-,5,27,-,1,-,-,13,-,14,5,1,1
전북,요양병원,268,29,3,5,44,13,17,7,2,7,27,15,-,1,1,3,1,-,-,-,-,23,-,69,-,-,1
전북,정신병원,48,2,-,42,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-
전북,의원,"1,436",295,23,65,105,97,25,10,28,84,102,100,85,85,48,41,34,-,5,2,2,14,1,171,9,5,-
전북,보건소,4,-,-,-,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
전북,보건지소,8,-,-,-,-,-,-,-,1,2,-,2,-,-,-,-,-,1,-,-,-,-,-,-,-,2,-
전북,보건의료원,31,4,-,-,2,-,-,-,5,4,-,8,2,-,-,3,1,-,-,-,-,2,-,-,-,-,-
전북,한방병원,24,3,-,-,3,-,-,-,1,3,1,3,-,-,-,-,-,-,-,-,-,2,-,8,-,-,-
전남,계,"2,617",483,44,123,244,196,100,46,34,161,163,155,75,99,29,80,132,6,13,32,2,49,9,246,65,27,4
전남,상급종합병원,164,51,-,2,22,6,5,3,-,6,5,6,-,7,1,5,13,5,6,5,-,1,4,5,3,2,1
전남,종합병원,688,138,21,20,63,58,38,12,1,43,34,27,2,6,1,14,56,1,5,27,1,11,2,33,52,20,2
전남,병원,438,60,7,16,22,72,25,6,10,44,40,55,3,9,3,2,37,-,1,-,1,7,-,14,1,3,-
전남,요양병원,248,37,2,4,41,9,5,4,2,7,26,16,2,9,-,2,2,-,-,-,-,17,2,60,-,-,1
전남,정신병원,55,1,-,52,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
전남,의원,987,194,14,29,91,50,27,21,17,58,55,41,67,67,24,57,23,-,1,-,-,9,1,132,8,1,-
전남,보건소,9,-,-,-,-,-,-,-,-,1,-,6,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-
전남,보건지소,7,-,-,-,1,-,-,-,3,1,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
전남,보건의료원,9,1,-,-,-,-,-,-,-,-,1,2,1,-,-,-,-,-,-,-,-,3,-,-,-,1,-
전남,한방병원,12,1,-,-,3,1,-,-,1,1,1,-,-,1,-,-,1,-,-,-,-,-,-,2,-,-,-
경북,계,"3,213",591,73,174,278,255,128,54,42,167,201,200,122,121,46,100,110,9,14,22,2,73,3,260,116,36,16
경북,종합병원,975,191,36,26,61,79,59,22,17,55,36,43,17,17,4,25,65,4,14,19,-,13,2,36,101,27,6
경북,병원,334,52,8,7,25,41,17,2,6,23,41,26,3,5,4,2,26,1,-,1,-,19,-,16,7,1,1
경북,요양병원,309,49,8,2,59,14,15,7,-,6,36,10,5,3,-,7,-,1,-,1,-,26,1,58,-,-,1
경북,정신병원,115,4,1,103,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-
경북,의원,"1,445",292,20,36,129,117,36,23,17,80,88,111,96,96,37,65,17,3,-,1,1,14,-,142,8,8,8
경북,보건소,6,-,-,-,-,-,-,-,1,1,-,3,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-
경북,보건지소,2,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경북,보건의료원,22,2,-,-,2,2,1,-,1,2,-,5,1,-,1,1,1,-,-,-,-,1,-,2,-,-,-
경북,한방병원,5,1,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-
경남,계,"4,895",963,132,244,361,376,196,70,58,291,290,360,161,193,83,132,210,10,48,37,2,129,8,323,135,69,14
경남,상급종합병원,682,174,25,15,52,23,25,24,9,37,19,55,16,22,9,16,41,6,19,12,-,17,4,19,25,14,4
경남,종합병원,911,204,41,11,71,70,47,15,7,50,41,36,10,13,6,23,68,3,14,22,-,16,2,26,79,33,3
경남,병원,770,138,23,5,33,135,58,2,6,48,40,117,3,5,4,7,72,1,2,-,2,26,-,21,18,4,-
경남,요양병원,398,70,21,2,47,17,17,9,2,11,33,17,1,3,2,7,3,-,-,-,-,48,-,86,2,-,-
경남,정신병원,148,2,-,136,1,2,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,4,1,-,-
경남,의원,"1,941",374,22,74,156,127,47,19,30,132,154,128,131,149,61,78,25,-,12,3,-,19,1,165,10,17,7
경남,치과병원,4,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
경남,보건소,13,1,-,-,-,-,-,-,2,2,1,5,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-
경남,보건지소,9,-,-,-,-,-,-,-,1,4,-,-,-,-,1,-,-,-,1,-,-,1,1,-,-,-,-
경남,보건의료원,7,-,-,-,1,-,1,-,1,1,-,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
경남,한방병원,12,-,-,1,-,2,1,1,-,1,2,-,-,-,-,-,1,-,-,-,-,1,-,2,-,-,-
제주,계,"1,063",182,23,41,78,83,34,22,23,57,68,71,39,44,21,28,33,4,10,14,2,35,3,98,44,3,3
제주,종합병원,398,89,16,8,31,28,18,13,3,22,18,20,7,9,3,6,25,4,7,10,-,7,2,10,38,1,3
제주,병원,42,6,1,2,5,5,2,-,2,3,-,1,1,-,-,-,3,-,-,-,-,9,-,2,-,-,-
제주,요양병원,36,4,2,-,3,3,1,-,-,1,4,-,1,-,-,-,1,-,-,-,-,7,-,9,-,-,-
제주,정신병원,5,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
제주,의원,569,83,4,26,36,46,13,8,17,29,46,48,29,35,18,21,4,-,2,4,2,12,1,77,6,2,-
제주,보건소,5,-,-,-,1,1,-,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
제주,보건지소,7,-,-,-,1,-,-,1,-,2,-,1,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-
제주,한방병원,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
세종,계,499,92,9,22,24,32,14,7,8,25,31,70,19,31,14,15,10,2,4,3,-,7,1,41,16,2,-
세종,종합병원,159,33,6,3,8,8,6,4,4,11,5,17,4,4,3,3,5,2,4,2,-,2,1,8,15,1,-
세종,병원,16,-,-,-,-,3,-,-,-,-,7,4,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-
세종,요양병원,8,-,-,-,2,-,3,1,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
세종,정신병원,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
세종,의원,313,59,3,17,14,21,5,2,4,14,19,47,15,27,11,12,4,-,-,1,-,5,-,32,1,-,-
세종,보건지소,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-
