code,country,year,value
MEX,Mexico,2021,19327
MEX,Mexico,2022,18819
NLD,Netherlands,2017,2730
NLD,Netherlands,2018,2720
NLD,Netherlands,2019,2620
NLD,Netherlands,2020,2500
NLD,Netherlands,2021,2710
NLD,Netherlands,2022,2490
NOR,Norway,2017,586
NOR,Norway,2018,542
NOR,Norway,2019,606
NOR,Norway,2020,587
NOR,Norway,2021,555
NOR,Norway,2022,499
NZL,New Zealand,2017,437
NZL,New Zealand,2018,474
NZL,New Zealand,2019,493
NZL,New Zealand,2020,528
NZL,New Zealand,2021,543
NZL,New Zealand,2022,533
POL,Poland,2017,4157
POL,Poland,2018,4006
POL,Poland,2019,4546
POL,Poland,2020,4638
POL,Poland,2021,5067
POL,Poland,2022,5558
PRT,Portugal,2017,1657
PRT,Portugal,2018,1760
PRT,Portugal,2019,1629
PRT,Portugal,2020,1619
PRT,Portugal,2021,1682
PRT,Portugal,2022,1670
SVK,Slovak Republic,2017,918
SVK,Slovak Republic,2018,962
SVK,Slovak Republic,2019,984
SVK,Slovak Republic,2020,1081
SVK,Slovak Republic,2021,1044
SVK,Slovak Republic,2022,1039
SVN,Slovenia,2021,274
SVN,Slovenia,2022,240
SWE,Sweden,2017,1281
SWE,Sweden,2018,1334
SWE,Sweden,2019,1385
SWE,Sweden,2020,1405
SWE,Sweden,2021,1474
SWE,Sweden,2022,1457
TUR,Turkiye,2017,8530
TUR,Turkiye,2018,9395
TUR,Turkiye,2019,10854
TUR,Turkiye,2020,11909
TUR,Turkiye,2021,13239
TUR,Turkiye,2022,14506
USA,United States,2017,25277
USA,United States,2018,25978
USA,United States,2019,26640
USA,United States,2020,27328
USA,United States,2021,28337
USA,United States,2022,28758
